拆分：乛豕	彖
拆分：木巴	杷
拆分：木丑	杻
拆分：木厶	松
拆分：木又	板
拆分：木厶	构
拆分：木匕	枇
拆分：木王	枉
拆分：木方	枋
拆分：木木	林
拆分：木内	枘
拆分：木攵	枚
拆分：木又	枝
拆分：木人	枞
拆分：木力	枥
拆分：木乛	枪
拆分：木乂	枫
拆分：木口	枯
拆分：木平	枰
拆分：木八	枳
拆分：力木	架
拆分：木口	枷
拆分：木口	枸
拆分：木巳	枹
拆分：木匕	柁
拆分：木龴	柃
拆分：木丙	柄
拆分：木半	柈
拆分：木白	柏
拆分：木甘	柑
拆分：氵木	柒
拆分：龴木	柔
拆分：木口	柖
拆分：木石	柘
拆分：木乍	柞
拆分：木丁	柠
拆分：木口	柯
拆分：木小	柰
拆分：木主	柱
拆分：木卩	柳
拆分：止木	柴
拆分：木儿	柷
拆分：木土	柽
拆分：木巾	柿
拆分：木册	栅
拆分：木小	标
拆分：木戋	栈
拆分：木卩	栉
拆分：木东	栋
拆分：木尸	栌
拆分：木三	栏
拆分：木寸	树
拆分：木日	栒
拆分：木王	栓
拆分：木西	栖
拆分：西木	栗
拆分：木口	栝
拆分：木乂	校
拆分：木习	栩
拆分：木朱	株
拆分：木匕	栳
拆分：木丹	栴
拆分：木人	核
拆分：木工	栻
拆分：木口	格
拆分：木土	桂
拆分：木兀	桄
拆分：木乛	桅
拆分：木女	桉
拆分：木土	桎
拆分：木口	桐
拆分：木口	桔
拆分：木臼	桕
拆分：木兀	桡
拆分：木人	桢
拆分：木彐	档
拆分：木十	桦
拆分：木厶	桧
拆分：冫木	桨
拆分：木土	桩
拆分：木王	桯
拆分：木子	桴
拆分：木廴	梃
拆分：木阝	梆
拆分：木口	梏
拆分：木十	梓
拆分：木更	梗
拆分：木口	梠
拆分：木月	梢
拆分：木口	梧
拆分：木廴	梴
拆分：木寸	梼
拆分：木心	梽
拆分：木来	梾
拆分：木辶	梿
拆分：木儿	棁
拆分：木火	棂
拆分：木八	棋
拆分：木匕	棍
拆分：木小	棕
拆分：木月	棚
拆分：木乀	棣
拆分：木日	棤
拆分：户木	棨
拆分：木火	棪
拆分：木乛	棬
拆分：木木	森
拆分：木垂	棰
拆分：木果	棵
拆分：木十	棹
拆分：木乛	椀
拆分：木子	椁
拆分：木口	椅
拆分：木口	椆
拆分：木小	椋
拆分：木口	椐
拆分：木十	椑
拆分：木又	椒
拆分：木大	椟
拆分：车木	椠
拆分：木夕	椤
拆分：木阝	椰
拆分：木又	椴
拆分：木日	椿
拆分：木心	楒
拆分：木大	楔
拆分：木廴	楗
拆分：木木	楙
拆分：木方	楞
拆分：木干	楠
拆分：木目	楣
拆分：木更	楩
拆分：木木	楪
拆分：木日	楮
拆分：木目	楯
拆分：木白	楷
拆分：木火	楸
拆分：木皿	楹
拆分：木女	楼
拆分：木乛	概
拆分：木刂	榆
拆分：木朩	榇
拆分：木口	榈
拆分：木月	榍
拆分：木阝	榔
拆分：木口	榕
拆分：木禾	榛
拆分：木方	榜
拆分：木乍	榨
拆分：木寸	榭
拆分：木田	榴
拆分：木习	榻
拆分：木口	槁
拆分：舟木	槃
拆分：木辶	槌
拆分：木工	槎
拆分：木鬼	槐
拆分：木人	槚
拆分：木皿	槛
拆分：木八	槟
拆分：木日	槠
拆分：木灬	槱
拆分：木日	槽
拆分：木一	槿
拆分：木大	樊
拆分：木土	樘
拆分：木十	樟
拆分：木大	模
拆分：木牛	樨
拆分：木八	横
拆分：木口	樯
拆分：木女	樱
拆分：木灬	樵
拆分：木寸	樽
拆分：木攵	橄
拆分：木心	橞
拆分：犭木	橥
拆分：木里	橦
拆分：木寸	橱
拆分：木日	橹
拆分：木丶	檎
拆分：木田	檑
拆分：木牛	檞
拆分：艹木	檠
拆分：木小	檫
拆分：木寸	欂
拆分：𠂊人	欠
拆分：冫人	次
拆分：又人	欢
拆分：厶人	欸
拆分：大人	欹
拆分：火人	欻
拆分：士人	款
拆分：立人	歆
拆分：日人	歇
拆分：丷人	歉
拆分：丁人	歌
拆分：丨一	止
拆分：止匕	此
拆分：止又	歧
拆分：歹匕	死
拆分：歹千	歼
拆分：歹且	殂
拆分：歹央	殃
拆分：歹口	殆
拆分：歹日	殉
拆分：歹朱	殊
拆分：歹戋	残
拆分：歹子	殍
拆分：歹人	殒
拆分：歹丨	殚
拆分：歹八	殡
拆分：歹一	殣
拆分：几又	殳
拆分：尸又	殿
拆分：田匕	毗
拆分：气山	氙
拆分：气刀	氛
拆分：气工	氢
拆分：气大	氤
拆分：气人	氦
拆分：气女	氨
拆分：气儿	氪
拆分：气火	氮
拆分：气氺	氯
拆分：气月	氰
拆分：氵乛	氾
拆分：氵丁	汀
拆分：氵十	汁
拆分：氵又	汉
拆分：氵夕	汐
拆分：氵山	汕
拆分：氵干	汗
拆分：氵巳	汜
拆分：氵女	汝
拆分：氵工	江
拆分：氵日	汨
拆分：氵王	汪
拆分：氵内	汭
拆分：氵文	汶
拆分：氵气	汽
拆分：氵刀	汾
拆分：氵心	沁
拆分：氵夭	沃
拆分：氵厶	沄
拆分：氵儿	沅
拆分：氵几	沆
拆分：氵儿	沇
拆分：氵刀	沏
拆分：氵木	沐
拆分：氵匕	沘
拆分：氵止	沚
拆分：氵厶	沟
拆分：氵又	没
拆分：氵丰	沣
拆分：氵力	沥
拆分：氵匕	沦
拆分：氵乛	沧
拆分：氵乂	沨
拆分：氵为	沩
拆分：氵户	沪
拆分：氵末	沫
拆分：氵且	沮
拆分：氵匕	沱
拆分：氵口	河
拆分：氵田	沺
拆分：氵口	治
拆分：氵口	沼
拆分：氵口	沽
拆分：氵口	沾
拆分：氵口	沿
拆分：氵口	泃
拆分：氵人	泅
拆分：氵口	泇
拆分：氵白	泊
拆分：氵力	泐
拆分：氵甘	泔
拆分：氵厶	法
拆分：氵卩	泖
拆分：氵儿	泗
拆分：氵平	泙
拆分：氵匕	泚
拆分：氵丁	泞
拆分：氵龴	泠
拆分：氵巳	泡
拆分：氵又	波
拆分：氵立	泣
拆分：氵匕	泥
拆分：氵主	注
拆分：氵目	泪
拆分：氵幺	泫
拆分：氵半	泮
拆分：氵央	泱
拆分：石水	泵
拆分：氵尸	泸
拆分：氵工	泾
拆分：氵口	洁
拆分：氵口	洄
拆分：氵大	洇
拆分：氵乛	洈
拆分：氵刂	洌
拆分：氵自	洎
拆分：氵犬	洑
拆分：氵西	洒
拆分：氵儿	洗
拆分：氵朱	洙
拆分：氵口	洛
拆分：氵口	洞
拆分：氵米	洣
拆分：氵月	洧
拆分：氵乂	洨
拆分：氵八	洪
拆分：氵血	洫
拆分：氵耳	洱
拆分：氵口	洳
拆分：氵日	洵
拆分：氵兀	洸
拆分：氵口	洺
拆分：氵口	活
拆分：氵土	洼
拆分：氵口	洽
拆分：氵夹	浃
拆分：氵戋	浅
拆分：冫水	浆
拆分：氵兀	浇
拆分：氵人	浈
拆分：氵巾	浉
拆分：氵虫	浊
拆分：氵刂	测
拆分：氵厶	浍
拆分：氵刂	浏
拆分：氵车	浑
拆分：氵午	浒
拆分：氵寸	浔
拆分：氵口	浛
拆分：氵八	浜
拆分：氵人	浞
拆分：氵巾	浠
拆分：氵儿	浣
拆分：氵口	浩
拆分：氵里	浬
拆分：氵更	浭
拆分：氵子	浮
拆分：氵口	浯
拆分：氵刂	浰
拆分：氵丰	浲
拆分：氵口	浴
拆分：氵又	浸
拆分：氵乛	浼
拆分：氵月	消
拆分：氵子	涍
拆分：氵廴	涎
拆分：氵束	涑
拆分：氵矢	涘
拆分：氵寸	涛
拆分：氵力	涝
拆分：氵来	涞
拆分：氵辶	涟
拆分：氵人	涢
拆分：氵大	涣
拆分：氵朩	涤
拆分：氵王	润
拆分：氵日	涧
拆分：氵止	涩
拆分：氵刂	涮
拆分：氵土	涯
拆分：氵乛	涴
拆分：氵口	涸
拆分：氵人	淀
拆分：氵月	淆
拆分：氵八	淇
拆分：氵木	淋
拆分：氵口	淌
拆分：氵又	淑
拆分：氵十	淖
拆分：氵小	淙
拆分：氵月	淜
拆分：氵巴	淝
拆分：氵厶	淞
拆分：氵八	淟
拆分：氵火	淡
拆分：氵十	淬
拆分：氵月	淯
拆分：氵木	深
拆分：氵子	淳
拆分：氵心	淴
拆分：氵匕	混
拆分：水水	淼
拆分：氵月	清
拆分：氵氺	渌
拆分：氵人	渍
拆分：氵大	渎
拆分：氵鱼	渔
拆分：氵日	渚
拆分：氵刂	渝
拆分：氵丁	渟
拆分：氵木	渠
拆分：氵又	渡
拆分：氵力	渤
拆分：氵土	渥
拆分：氵木	渫
拆分：氵月	渭
拆分：氵巳	港
拆分：氵子	游
拆分：氵大	渼
拆分：氵丰	湃
拆分：氵目	湄
拆分：氵口	湉
拆分：氵而	湍
拆分：氵面	湎
拆分：氵月	湑
拆分：氵皿	湓
拆分：氵刂	湔
拆分：氵月	湖
拆分：氵目	湘
拆分：氵人	湜
拆分：氵白	湝
拆分：氵王	湟
拆分：氵火	湫
拆分：氵又	湲
拆分：氵木	溁
拆分：氵人	溃
拆分：氵戋	溅
拆分：氵又	溆
拆分：氵女	溇
拆分：氵乛	溉
拆分：氵日	溍
拆分：氵口	溏
拆分：氵小	源
拆分：氵田	溜
拆分：氵虫	溞
拆分：氵工	溠
拆分：氵皿	溢
拆分：氵攵	溦
拆分：氵木	溧
拆分：氵大	溪
拆分：氵禾	溱
拆分：氵犬	溴
拆分：氵又	溵
拆分：氵口	溶
拆分：氵小	溹
拆分：氵冫	溺
拆分：氵习	溻
拆分：氵寸	溽
拆分：氵方	滂
拆分：氵习	滃
拆分：氵八	滇
拆分：氵兀	滉
拆分：氵幺	滋
拆分：氵虫	滍
拆分：氵骨	滑
拆分：氵十	滓
拆分：月氺	滕
拆分：氵口	滘
拆分：氵巾	滞
拆分：氵巴	滟
拆分：氵又	滠
拆分：氵两	满
拆分：氵玉	滢
拆分：氵心	滤
拆分：氵皿	滥
拆分：氵木	滦
拆分：氵攵	滧
拆分：氵八	滨
拆分：氵人	滪
拆分：氵小	漂
拆分：氵小	漈
拆分：氵匕	漉
拆分：氵生	漋
拆分：氵丶	漓
拆分：氵八	演
拆分：氵日	漕
拆分：氵攵	漖
拆分：氵大	漠
拆分：氵女	漤
拆分：氵人	漩
拆分：氵又	漫
拆分：氵小	漯
拆分：氵十	漳
拆分：氵小	漴
拆分：氵心	漶
拆分：氵阝	漷
拆分：氵灬	漹
拆分：氵小	潆
拆分：氵肃	潇
拆分：氵攵	潋
拆分：氵田	潘
拆分：氵日	潜
拆分：氵口	潞
拆分：氵灬	潟
拆分：氵八	潢
拆分：氵十	潭
拆分：氵月	潮
拆分：氵月	潲
拆分：氵日	潴
拆分：氵攵	潵
拆分：氵月	潸
拆分：氵里	潼
拆分：氵日	潽
拆分：氵攵	澂
拆分：氵攵	澈
拆分：氵攵	澉
拆分：氵日	澛
拆分：氵木	澡
拆分：氵牛	澥
拆分：氵龴	澪
拆分：氵大	澳
拆分：氵乀	濂
拆分：氵人	濋
拆分：氵人	濑
拆分：氵人	濒
拆分：氵而	濡
拆分：氵氺	瀑
拆分：氵习	瀚
拆分：氵凡	瀛
拆分：氵月	灞
拆分：丶人	火
拆分：火丁	灯
拆分：火土	灶
拆分：火山	灿
拆分：日火	炅
拆分：火文	炆
拆分：火户	炉
拆分：火人	炊
拆分：火火	炎
拆分：火几	炕
拆分：火乛	炝
拆分：火口	炣
拆分：火幺	炫
拆分：山火	炭
拆分：火巳	炮
拆分：火口	炯
拆分：火丙	炳
拆分：火主	炷
拆分：火乍	炸
拆分：火石	炻
拆分：火八	炽
拆分：火三	烂
拆分：火工	烃
拆分：歹灬	烈
拆分：火口	烔
拆分：火八	烘
拆分：火口	烙
拆分：火虫	烛
拆分：火大	烟
拆分：火月	烠
拆分：火人	烦
拆分：火兀	烧
拆分：火十	烨
拆分：火厶	烩
拆分：氵火	烫
拆分：扌灬	热
拆分：火巾	烯
拆分：火廴	烶
拆分：火儿	烷
拆分：亠灬	烹
拆分：火廴	烻
拆分：火丰	烽
拆分：火干	焊
拆分：火夂	焌
拆分：火口	焐
拆分：火口	焓
拆分：火大	焕
拆分：火心	焖
拆分：火口	焗
拆分：木火	焚
拆分：火匕	焜
拆分：火子	焞
拆分：火十	焯
拆分：火火	焱
拆分：丿灬	然
拆分：火土	煃
拆分：火又	煅
拆分：火生	煋
拆分：火王	煌
拆分：丷灬	煎
拆分：火立	煜
拆分：𠂊灬	煞
拆分：火月	煟
拆分：火木	煤
拆分：日灬	煦
拆分：日灬	照
拆分：耂灬	煮
拆分：亻火	煲
拆分：火月	煳
拆分：火皿	煴
拆分：火艹	煸
拆分：火习	煽
拆分：火心	熄
拆分：火口	熇
拆分：厶灬	熊
拆分：火口	熔
拆分：火田	熘
拆分：火小	熛
拆分：亠灬	熟
拆分：火白	熠
拆分：火辶	熥
拆分：尸火	熨
拆分：火口	熵
拆分：火灬	燃
拆分：火灬	燋
拆分：火田	燔
拆分：火火	燚
拆分：火大	燠
拆分：火木	燥
拆分：火辶	燧
拆分：火氺	爆
拆分：艹灬	爇
拆分：火寸	爝
拆分：丿又	爰
拆分：丿又	爱
拆分：丿寸	爵
拆分：八卩	爷
拆分：八巴	爸
拆分：八夕	爹
拆分：乂乂	爻
拆分：大乂	爽
拆分：丿丨	牛
拆分：牛匕	牝
拆分：厶牛	牟
拆分：牛土	牡
拆分：宀牛	牢
拆分：牛方	牥
拆分：牛攵	牧
拆分：牛勿	物
拆分：亻牛	牮
拆分：牛口	牯
拆分：牛生	牲
拆分：牛寸	特
拆分：牛西	牺
拆分：牛口	牾
拆分：牛口	牿
拆分：牛口	犄
拆分：牛牛	犇
拆分：牛大	犊
拆分：牛八	犋
拆分：牛廴	犍
拆分：牛艹	犏
拆分：牛口	犒
拆分：亻牛	犨
拆分：犭乛	犯
拆分：犭干	犴
拆分：犭广	犷
拆分：犭马	犸
拆分：犭儿	狁
拆分：犭王	狂
拆分：犭丑	狃
拆分：犭火	狄
拆分：犭人	狈
拆分：犭巳	狍
拆分：犭口	狗
拆分：犭且	狙
拆分：犭小	狝
拆分：犭丁	狞
拆分：犭乂	狡
拆分：犭𠂇	狨
拆分：犭寸	狩
拆分：犭虫	独
拆分：犭夹	狭
拆分：犭巾	狮
拆分：犭厶	狯
拆分：犭犬	狱
拆分：犭小	狲
拆分：犭里	狸
拆分：犭口	狺
拆分：犭刂	猁
拆分：犭小	猄
拆分：犭几	猇
拆分：犭儿	猊
拆分：犭日	猎
拆分：犭小	猕
拆分：犭日	猖
拆分：犭口	猗
拆分：犭皿	猛
拆分：犭月	猜
拆分：犭十	猝
拆分：犭口	猞
拆分：犭夕	猡
拆分：犭月	猢
拆分：犭生	猩
拆分：犭日	猪
拆分：犭田	猫
拆分：犭月	猬
拆分：十犬	献
拆分：犭大	猰
拆分：犭木	猱
拆分：犭矢	猴
拆分：丷犬	猷
拆分：犭缶	猺
拆分：犭骨	猾
拆分：犭儿	獍
拆分：犭十	獐
拆分：犭牛	獬
拆分：犭灬	獯
拆分：亠幺	玄
拆分：亠十	率
拆分：一土	王
拆分：王丁	玎
拆分：王几	玑
拆分：王工	玒
拆分：王干	玕
拆分：王己	玘
拆分：王马	玛
拆分：王夫	玞
拆分：王文	玟
拆分：王刀	玢
拆分：王丰	玤
拆分：王月	玥
拆分：王儿	玩
拆分：王攵	玫
拆分：王匕	玭
拆分：王乛	玱
拆分：王龴	玲
拆分：王弋	玳
拆分：王平	玶
拆分：王口	玷
拆分：王幺	玹
拆分：王又	玻
拆分：王匕	玼
拆分：王口	玿
拆分：王白	珀
拆分：王口	珂
拆分：王且	珇
拆分：王口	珈
拆分：王册	珊
拆分：王卩	珋
拆分：王玉	珏
拆分：王厶	珐
拆分：王兀	珖
拆分：王八	珙
拆分：王月	珛
拆分：王习	珝
拆分：王口	珞
拆分：王朱	珠
拆分：王日	珣
拆分：王耳	珥
拆分：王口	珦
拆分：王土	珪
拆分：王儿	珫
拆分：王彐	珰
拆分：王车	珲
拆分：王王	珵
拆分：王止	珷
拆分：王口	珸
拆分：王口	珺
拆分：王廴	珽
拆分：王口	琀
拆分：王里	理
拆分：王子	琈
拆分：王阝	琊
拆分：王辶	琎
拆分：王辶	琏
拆分：王人	琐
拆分：王人	琔
拆分：王口	琚
拆分：王又	琡
拆分：王几	琥
拆分：王口	琦
拆分：王匕	琨
拆分：王八	琪
拆分：王乛	琬
拆分：王氺	琭
拆分：王小	琮
拆分：王火	琰
拆分：王非	琲
拆分：王木	琳
拆分：王匕	琵
拆分：王小	琼
拆分：王目	瑁
拆分：王目	瑂
拆分：王日	瑃
拆分：王人	瑅
拆分：王生	瑆
拆分：王水	瑔
拆分：王又	瑖
拆分：王又	瑗
拆分：王乂	瑙
拆分：王月	瑚
拆分：王央	瑛
拆分：王刂	瑜
拆分：王王	瑝
拆分：王而	瑞
拆分：王口	瑢
拆分：王禾	瑧
拆分：王日	瑨
拆分：氵玉	瑬
拆分：王口	瑭
拆分：王鬼	瑰
拆分：王八	瑱
拆分：王工	瑳
拆分：王缶	瑶
拆分：王又	瑷
拆分：王一	瑾
拆分：王丶	璃
拆分：王人	璇
拆分：王十	璋
拆分：王女	璎
拆分：王口	璐
拆分：王八	璜
拆分：王小	璟
拆分：王田	璠
拆分：王攵	璥
拆分：王木	璪
拆分：王辶	璲
拆分：王而	瓀
拆分：王人	瓒
拆分：千甘	甜
拆分：丿龶	生
拆分：生生	甡
拆分：生力	甥
拆分：囗十	田
拆分：田力	男
拆分：田丁	町
拆分：田又	畈
拆分：田攵	畋
拆分：田犬	畎
拆分：田半	畔
拆分：厶田	畚
拆分：田寸	畤
拆分：田口	略
拆分：田土	畦
拆分：人田	畬
拆分：田夂	畯
拆分：田寸	畴
拆分：田口	畸
拆分：田乛	畹
拆分：田里	疃
拆分：匕人	疑
拆分：疒丁	疔
拆分：疒卩	疖
拆分：疒山	疝
拆分：疒火	疢
拆分：疒巴	疤
拆分：疒又	疫
拆分：疒力	疬
拆分：疒人	疭
拆分：疒乛	疮
拆分：疒乂	疯
拆分：疒主	疰
拆分：疒巳	疱
拆分：疒又	疲
拆分：疒甘	疳
拆分：疒口	疴
拆分：疒匕	疵
拆分：疒且	疽
拆分：疒矢	疾
拆分：疒口	痂
拆分：疒幺	痃
拆分：疒乍	痄
拆分：疒丙	病
拆分：疒正	症
拆分：疒工	痉
拆分：疒王	痊
拆分：疒夷	痍
拆分：疒土	痓
拆分：疒寸	痔
拆分：疒口	痞
拆分：疒刂	痢
拆分：疒心	痣
拆分：疒土	痤
拆分：疒口	痦
拆分：疒力	痨
拆分：疒大	痪
拆分：疒木	痫
拆分：疒火	痰
拆分：疒非	痱
拆分：疒口	痴
拆分：疒口	痼
拆分：疒女	痿
拆分：疒十	瘁
拆分：疒丨	瘅
拆分：疒矢	瘊
拆分：疒臾	瘐
拆分：疒土	瘗
拆分：疒女	瘘
拆分：疒月	瘠
拆分：疒又	瘢
拆分：疒田	瘤
拆分：疒工	瘥
拆分：疒匕	瘪
拆分：疒小	瘭
拆分：疒小	瘰
拆分：疒十	瘴
拆分：疒小	瘵
拆分：疒人	瘸
拆分：疒大	瘼
拆分：疒心	瘾
拆分：疒女	瘿
拆分：疒八	癀
拆分：疒生	癃
拆分：疒山	癌
拆分：疒王	癍
拆分：疒心	癔
拆分：疒田	癗
拆分：疒人	癞
拆分：疒人	癫
拆分：白七	皂
拆分：白王	皇
拆分：白又	皈
拆分：白十	皋
拆分：白乂	皎
拆分：白口	皓
拆分：白儿	皖
拆分：木白	皙
拆分：白白	皛
拆分：白田	皤
拆分：白寸	皭
拆分：冖又	皲
拆分：丨一	皿
拆分：于皿	盂
拆分：中皿	盅
拆分：八皿	盆
拆分：丷皿	益
拆分：土皿	盍
拆分：戋皿	盏
拆分：土皿	盐
拆分：人皿	盒
拆分：𠂇皿	盔
拆分：冫皿	盗
拆分：成皿	盛
拆分：日皿	盟
拆分：人皿	盦
拆分：目丁	盯
拆分：目于	盱
拆分：亡目	盲
拆分：目冫	盷
拆分：木目	相
拆分：目刀	盼
拆分：目口	眙
拆分：生目	眚
拆分：十八	真
拆分：目匕	眦
拆分：目幺	眩
拆分：目土	眭
拆分：目米	眯
拆分：目夕	眵
拆分：⺶目	着
拆分：目夂	睃
拆分：目月	睄
拆分：目巾	睎
拆分：目来	睐
拆分：目土	睚
拆分：目月	睛
拆分：目垂	睡
拆分：目十	睥
拆分：目土	睦
拆分：目儿	睨
拆分：目人	睫
拆分：目木	睬
拆分：目日	睹
拆分：目田	瞄
拆分：目火	瞅
拆分：目八	瞋
拆分：目口	瞎
拆分：目两	瞒
拆分：目小	瞟
拆分：目土	瞠
拆分：艹目	瞢
拆分：目灬	瞧
拆分：目十	瞫
拆分：目攵	瞰
拆分：目里	瞳
拆分：士目	瞽
拆分：龴口	矞
拆分：厶矢	矣
拆分：矢土	矬
拆分：矢女	矮
拆分：矢日	矰
拆分：石几	矶
拆分：石干	矸
拆分：石工	矼
拆分：石广	矿
拆分：石马	码
拆分：石夫	砆
拆分：石刀	砌
拆分：石人	砍
拆分：石匕	砒
拆分：石车	砗
拆分：石乂	砜
拆分：石厶	砝
拆分：石乍	砟
拆分：石且	砠
拆分：石匕	砣
拆分：石口	砧
拆分：石主	砫
拆分：石立	砬
拆分：女石	砮
拆分：石平	砰
拆分：石又	破
拆分：石乂	砹
拆分：石万	砺
拆分：石工	砼
拆分：石出	础
拆分：石工	硁
拆分：石土	硅
拆分：石乛	硊
拆分：石口	硌
拆分：石刂	硎
拆分：石口	硐
拆分：石西	硒
拆分：石八	硔
拆分：石人	硕
拆分：石夹	硖
拆分：石兀	硗
拆分：石月	硝
拆分：石更	硬
拆分：石月	硼
拆分：石工	硿
拆分：石月	碃
拆分：石人	碇
拆分：石日	碈
拆分：石口	碉
拆分：石氺	碌
拆分：石寸	碍
拆分：石十	碎
拆分：石日	碏
拆分：石十	碑
拆分：石乛	碗
拆分：石八	碘
拆分：石人	碛
拆分：石艹	碥
拆分：石巾	碲
拆分：石火	碳
拆分：石大	碶
拆分：石幺	磁
拆分：石方	磅
拆分：石木	磉
拆分：石石	磊
拆分：石工	磋
拆分：石乀	磏
拆分：舟石	磐
拆分：石小	磜
拆分：石力	磡
拆分：石木	磲
拆分：石十	磹
拆分：石田	磻
拆分：石灬	礁
拆分：石攵	礅
拆分：石田	礌
拆分：石寸	礴
拆分：石目	礵
拆分：礻巳	祀
拆分：礻马	祃
拆分：礻天	祆
拆分：礻止	祉
拆分：礻方	祊
拆分：礻又	祋
拆分：礻石	祏
拆分：礻口	祐
拆分：礻且	祖
拆分：礻乍	祚
拆分：礻厶	祛
拆分：礻口	祜
拆分：礻儿	祝
拆分：礻口	祠
拆分：礻小	祢
拆分：西小	票
拆分：礻人	祯
拆分：礻又	祲
拆分：礻寸	祷
拆分：礻八	祺
拆分：礻果	祼
拆分：木小	禁
拆分：礻氺	禄
拆分：礻丨	禅
拆分：礻大	禊
拆分：礻人	禔
拆分：礻巾	禘
拆分：礻灬	禚
拆分：礻八	禛
拆分：礻习	禤
拆分：礻口	禧
拆分：人丶	禽
拆分：鱼禾	稣
拆分：宀八	穴
拆分：亠一	立
拆分：立口	竘
拆分：立口	站
拆分：立儿	竞
拆分：立儿	竟
拆分：立十	章
拆分：立里	童
拆分：立束	竦
拆分：立而	端
拆分：丿丨	竹
拆分：𥫗二	竺
拆分：𥫗于	竽
拆分：𥫗干	竿
拆分：𥫗马	笃
拆分：𥫗巴	笆
拆分：𥫗勿	笏
拆分：𥫗夭	笑
拆分：𥫗生	笙
拆分：𥫗口	笞
拆分：𥫗立	笠
拆分：𥫗口	笤
拆分：𥫗口	笥
拆分：𥫗寸	符
拆分：𥫗乍	笮
拆分：𥫗又	笯
拆分：𥫗口	笱
拆分：𥫗口	笳
拆分：𥫗戋	笺
拆分：𥫗辶	笾
拆分：𥫗土	筀
拆分：𥫗儿	筅
拆分：𥫗寸	等
拆分：𥫗力	筋
拆分：𥫗王	筌
拆分：𥫗戈	筏
拆分：𥫗口	筒
拆分：𥫗口	答
拆分：𥫗乀	策
拆分：𥫗口	筘
拆分：𥫗十	筚
拆分：𥫗巾	筛
拆分：𥫗彐	筜
拆分：𥫗冫	筠
拆分：𥫗巴	筢
拆分：𥫗口	筥
拆分：𥫗儿	筦
拆分：𥫗人	筮
拆分：𥫗月	筲
拆分：𥫗廴	筵
拆分：𥫗口	筶
拆分：𥫗夬	筷
拆分：𥫗寸	筹
拆分：𥫗更	筻
拆分：𥫗人	筼
拆分：𥫗日	简
拆分：𥫗月	箐
拆分：𥫗氺	箓
拆分：𥫗白	箔
拆分：𥫗八	箕
拆分：𥫗木	箖
拆分：𥫗工	箜
拆分：𥫗乛	箢
拆分：𥫗人	箦
拆分：𥫗夕	箩
拆分：𥫗丨	箪
拆分：𥫗肃	箫
拆分：𥫗口	箬
拆分：𥫗刂	箭
拆分：𥫗目	箱
拆分：𥫗日	箸
拆分：𥫗王	篁
拆分：𥫗艹	篇
拆分：𥫗矢	篌
拆分：𥫗人	篑
拆分：𥫗女	篓
拆分：𥫗口	篙
拆分：𥫗冉	篝
拆分：𥫗厶	篡
拆分：𥫗木	篥
拆分：𥫗匕	篦
拆分：𥫗几	篪
拆分：𥫗皿	篮
拆分：𥫗戋	篯
拆分：𥫗丶	篱
拆分：𥫗辶	篷
拆分：𥫗夕	簃
拆分：𥫗矢	簇
拆分：𥫗辶	簉
拆分：𥫗皿	簋
拆分：𥫗匕	簏
拆分：𥫗力	簕
拆分：𥫗十	簟
拆分：𥫗八	簧
拆分：𥫗十	簰
拆分：𥫗又	簸
拆分：𥫗田	籀
拆分：𥫗人	籁
拆分：丶木	米
拆分：入米	籴
拆分：米大	类
拆分：米山	籼
拆分：米子	籽
拆分：米刀	粉
拆分：米巴	粑
拆分：米立	粒
拆分：米白	粕
拆分：米且	粗
拆分：米口	粘
拆分：米万	粝
拆分：米西	粞
拆分：冫米	粢
拆分：米八	粪
拆分：氵米	粱
拆分：米更	粳
拆分：米十	粹
拆分：米小	粽
拆分：米月	精
拆分：米果	粿
拆分：米木	糅
拆分：米矢	糇
拆分：米月	糈
拆分：米月	糊
拆分：米幺	糍
拆分：米灬	糕
拆分：米口	糖
拆分：米犬	糗
拆分：米辶	糙
拆分：广米	糜
拆分：米日	糟
拆分：米乀	糠
拆分：米虫	糨
拆分：止小	紫
拆分：丰小	絜
拆分：女小	絮
拆分：扌小	絷
拆分：户小	綮
拆分：月小	縢
拆分：丿小	繁
拆分：𥫗小	纂
拆分：纟于	纡
拆分：纟工	红
拆分：纟寸	纣
拆分：纟千	纤
拆分：纟广	纩
拆分：纟己	纪
拆分：纟厶	纭
拆分：纟匕	纰
拆分：纟乂	纲
拆分：纟内	纳
拆分：纟人	纵
拆分：纟匕	纶
拆分：纟刀	纷
拆分：纟文	纹
拆分：纟方	纺
拆分：纟丑	纽
拆分：纟戋	线
拆分：纟甘	绀
拆分：纟且	组
拆分：纟田	细
拆分：纟八	织
拆分：纟半	绊
拆分：纟出	绌
拆分：纟口	绍
拆分：纟工	经
拆分：纟口	绐
拆分：纟阝	绑
拆分：纟𠂇	绒
拆分：纟口	结
拆分：纟兀	绕
拆分：纟土	绖
拆分：纟厶	绘
拆分：纟口	给
拆分：纟日	绚
拆分：纟口	络
拆分：纟巴	绝
拆分：纟乂	绞
拆分：纟儿	统
拆分：纟更	绠
拆分：纟月	绡
拆分：纟口	绤
拆分：纟女	绥
拆分：纟朩	绦
拆分：纟人	绩
拆分：纟日	绪
拆分：纟大	续
拆分：纟口	绮
拆分：纟非	绯
拆分：纟十	绰
拆分：纟口	绱
拆分：纟匕	绲
拆分：纟又	绶
拆分：纟月	绷
拆分：纟口	绸
拆分：纟缶	绹
